date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:57:06	9239/9239	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Aug%202017%2012:57:05%20GMT	https://courses.csail.mit.edu/6.006/spring11/notes.shtml	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/notes.html	(from )
15:57:06	295/295	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2013%20Aug%202017%2012:57:06%20GMT	https://courses.csail.mit.edu/robots.txt		(from )
15:57:07	3065/3065	---M--	200	added ('OK')	text/css	etag:%22bf9-49b2638ed9740%22	https://courses.csail.mit.edu/6.006/spring11/style.css	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/style.css	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:08	1901/1901	---M--	200	added ('OK')	image/gif	etag:%2276d-499d51dce8480%22	https://courses.csail.mit.edu/6.006/spring11/csaillogosmall.gif	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/csaillogosmall.gif	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:10	3200/3200	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Aug%202017%2012:57:09%20GMT	https://courses.csail.mit.edu/6.006/spring11/index.shtml	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/index.html	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:11	4179/4179	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Aug%202017%2012:57:10%20GMT	https://courses.csail.mit.edu/6.006/spring11/staff.shtml	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/staff.html	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:12	12205/12205	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Aug%202017%2012:57:11%20GMT	https://courses.csail.mit.edu/6.006/spring11/info.shtml	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/info.html	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:13	2452/2452	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Aug%202017%2012:57:12%20GMT	https://courses.csail.mit.edu/6.006/spring11/calendar.shtml	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/calendar.html	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:14	4681/4681	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Aug%202017%2012:57:13%20GMT	https://courses.csail.mit.edu/6.006/spring11/psets.shtml	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/psets.html	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:15	3244/3244	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Aug%202017%2012:57:14%20GMT	https://courses.csail.mit.edu/6.006/spring11/quizzes.shtml	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/quizzes.html	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:16	4249/4249	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Aug%202017%2012:57:15%20GMT	https://courses.csail.mit.edu/6.006/spring11/resources.shtml	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/resources.html	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:16	259/259	---M--	200	added ('OK')	image/gif	etag:%22103-499d51dce8480%22	https://courses.csail.mit.edu/6.006/spring11/mit-logo.gif	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/mit-logo.gif	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:18	3804/3804	---M--	200	added ('OK')	application/x-gzip	etag:%22edc-49b3a27900140%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec01_code.tar.gz	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec01_code.tar.gz	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:27	120451/120451	---M--	200	added ('OK')	application/pdf	etag:%221d683-49bf0d6f9e400%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec01.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec01.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:28	5357950/5357950	---M--	200	added ('OK')	application/pdf	etag:%2251c17e-49b56c8406a00%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec01.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec01.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:29	273647/273647	---M--	200	added ('OK')	application/pdf	etag:%2242cef-49fc9bbb09f40%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec03.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec03.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:29	158318/158318	---M--	200	added ('OK')	application/pdf	etag:%2226a6e-49bf0d7927a80%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec02.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec02.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:30	734741/734741	---M--	200	added ('OK')	application/pdf	etag:%22b3615-49bf0d8775c40%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec03.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec03.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:34	570738/570738	---M--	200	added ('OK')	application/pdf	etag:%228b572-49c31524dbec0%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec04.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec04.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:37	1223103/1223103	---M--	200	added ('OK')	application/pdf	etag:%2212a9bf-49fc9bbb09f40%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec04.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec04.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:37	2021972/2021972	---M--	200	added ('OK')	application/pdf	etag:%221eda54-49b6629f90e00%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec02.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec02.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:40	128773/128773	---M--	200	added ('OK')	application/pdf	etag:%221f705-49c6de6990940%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec05.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec05.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:42	100084/100084	---M--	200	added ('OK')	application/pdf	etag:%22186f4-49ce35545f540%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec06.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec06.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:42	9487574/9487574	---M--	200	added ('OK')	application/x-gzip	etag:%2290c4d6-49b3a279f4380%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec01_data.tar.gz	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec01_data.tar.gz	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:43	8179046/8179046	---M--	200	added ('OK')	application/pdf	etag:%227ccd66-49fc9bbb09f40%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec05.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec05.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:44	158073/158073	---M--	200	added ('OK')	application/pdf	etag:%2226979-49d20680c6640%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec07.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec07.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:46	129497/129497	---M--	200	added ('OK')	application/pdf	etag:%221f9d9-49d9a0cac8580%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec08.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec08.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:46	503169/503169	---M--	200	added ('OK')	application/pdf	etag:%227ad81-49fc9bbde6600%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec08.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec08.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:47	7965332/7965332	---M--	200	added ('OK')	application/pdf	etag:%22798a94-49fc9bbcf23c0%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec06.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec06.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:47	104228/104228	---M--	200	added ('OK')	application/pdf	etag:%2219724-49dfdc299f900%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec09.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec09.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:48	669026/669026	---M--	200	added ('OK')	application/pdf	etag:%22a3562-49fc9bbde6600%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec09.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec09.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:49	1590001/1590001	---M--	200	added ('OK')	application/pdf	etag:%221842f1-49fc9bbbfe180%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec07.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec07.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:51	1505259/1505259	---M--	200	added ('OK')	application/pdf	etag:%2216f7eb-4a1707056fa00%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec11.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec11.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:53	241003/241003	---M--	200	added ('OK')	application/pdf	etag:%223ad6b-49e9f224860c0%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec11.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec11.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:54	4668084/4668084	---M--	200	added ('OK')	application/pdf	etag:%22473ab4-49fc9bbde6600%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec10.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec10.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:54	179052/179052	---M--	200	added ('OK')	application/pdf	etag:%222bb6c-49e9f21a08800%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec12.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec12.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:56	177482/177482	---M--	200	added ('OK')	application/pdf	etag:%222b54a-49ec71d0e4e80%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec13.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec13.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:58	102563/102563	---M--	200	added ('OK')	application/pdf	etag:%22190a3-49fba885751c0%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec14.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec14.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:58	3035806/3035806	---M--	200	added ('OK')	application/pdf	etag:%222e529e-49fc9bbeda840%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec13.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec13.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:57:59	2129493/2129493	---M--	200	added ('OK')	application/pdf	etag:%22207e55-49fc9bbfcea80%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec12.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec12.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:58:00	60580/60580	---M--	200	added ('OK')	application/pdf	etag:%22eca4-49fe085419100%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec15.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec15.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:58:02	193207/193207	---M--	200	added ('OK')	application/pdf	etag:%222f2b7-4a0a77cc35000%22	https://courses.csail.mit.edu/6.006/spring11/rec/rec16.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/rec/rec16.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:58:04	941683/941683	---M--	200	added ('OK')	application/pdf	etag:%22e5e73-4a1707056fa00%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec16.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec16.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
15:58:04	2465281/2465281	---M--	200	added ('OK')	application/pdf	etag:%22259e01-49fc9bc0c2cc0%22	https://courses.csail.mit.edu/6.006/spring11/lectures/lec15.pdf	/home/dobrinskiy/Downloads/intro_to_algos_mit/intro-to-algos-mit/courses.csail.mit.edu/6.006/spring11/lectures/lec15.pdf	(from https://courses.csail.mit.edu/6.006/spring11/notes.shtml)
